date,season,holiday,weekday,workingday,forecast,temperature,humidity,wind,icecream sales
9/2/2019,1,0,4,1,1,10.865,56.2083,13.000479,3830
10/2/2019,1,0,5,1,2,11.514153,54,7.834243,3831
11/2/2019,1,0,6,0,3,9.190847,73.125,19.416332,2169
12/2/2019,1,0,0,0,1,5.2275,46.4583,27.417204,1529
13-02-2019,1,0,1,1,1,9.1225,41.125,11.207961,3422
14-02-2019,1,0,2,1,2,13.085847,50.875,9.458993,3922
15-02-2019,1,0,3,1,1,14.281653,53.125,12.1672,4169
16-02-2019,1,0,4,1,2,12.983347,75.2917,6.125475,3005
17-02-2019,1,0,5,1,1,14.076653,63.4583,13.791682,4154
18-02-2019,1,0,6,0,1,14.213347,53.4583,12.792243,4318
19-02-2019,1,0,0,0,2,11.48,51.5833,16.958504,2689
20-02-2019,1,1,1,0,1,11.48,50.7826,15.348561,3129
21-02-2019,1,0,2,1,1,11.800866,59.4348,13.783039,3777
22-02-2019,1,0,3,1,1,16.229153,56.7917,15.709557,4773
23-02-2019,1,0,4,1,1,18.620847,55.4583,12.791171,5062
24-02-2019,1,0,5,1,2,16.7075,73.75,15.916989,3487
25-02-2019,1,0,6,0,1,11.924153,39.5833,28.250014,2732
26-02-2019,1,0,0,0,1,11.445847,41,13.750343,3389
27-02-2019,1,0,1,1,1,15.033347,49.0833,17.958211,4322
28-02-2019,1,0,2,1,1,14.725847,39.5833,12.958939,4363
1/3/2019,1,0,4,1,1,19.919153,61.5417,15.208129,4990
2/3/2019,1,0,5,1,2,14.486653,65.7083,9.708568,3194
3/3/2019,1,0,6,0,2,16.980847,62.125,10.792293,4066
4/3/2019,1,0,0,0,1,13.359153,40.3333,22.416257,3423
5/3/2019,1,0,1,1,1,9.976653,50.625,15.333486,3333
6/3/2019,1,0,2,1,1,10.591653,45.6667,13.458625,3956
7/3/2019,1,0,3,1,1,16.570847,51.3333,23.167193,4916
8/3/2019,1,0,4,1,1,21.6275,56.75,29.584721,5382
9/3/2019,1,0,5,1,2,16.844153,40.7083,27.7916,4569
10/3/2019,1,0,6,0,1,11.7875,35.0417,15.12525,4118
11/3/2019,1,0,0,0,1,14.831299,47.6957,14.913329,4911
12/3/2019,1,0,1,1,1,19.133347,48.9167,13.916771,5298
13-03-2019,1,0,2,1,1,23.165,61.75,15.87565,5847
14-03-2019,1,0,3,1,1,23.4725,50.7083,7.709154,6312
15-03-2019,1,0,4,1,1,22.8575,57.9583,10.042161,6192
16-03-2019,1,0,5,1,2,17.869153,84.2083,7.583864,4378
17-03-2019,1,0,6,0,2,21.080847,75.5833,7.417168,7836
18-03-2019,1,0,0,0,2,19.3725,81,8.501161,5892
19-03-2019,1,0,1,1,1,22.345,72.875,10.875239,6153
20-03-2019,1,0,2,1,1,22.994153,80.7917,8.125157,6093
21-03-2019,2,0,3,1,2,21.798347,82.125,6.0004061,6230
22-03-2019,2,0,4,1,1,22.720847,83.125,7.876654,6871
23-03-2019,2,0,5,1,2,24.668347,69.4167,7.7921,8362
24-03-2019,2,0,6,0,2,20.6025,88.5417,12.916461,3372
25-03-2019,2,0,0,0,2,17.9375,88.0833,14.791925,4996
26-03-2019,2,0,1,1,1,18.279153,47.7917,25.917007,5558
27-03-2019,2,0,2,1,1,13.256653,29,12.541864,5102
28-03-2019,2,0,3,1,1,19.850847,48.125,19.541957,5698
29-03-2019,2,0,4,1,1,20.260847,43.9167,21.41655,6133
30-03-2019,2,0,5,1,2,15.17,58.0833,9.250489,5459
31-03-2019,2,0,6,0,2,17.390847,73.8333,16.791339,6235
1/4/2019,2,0,0,0,2,17.459153,67.625,11.541889,6041
2/4/2019,2,0,1,1,1,17.790433,50.4348,20.913313,5936
3/4/2019,2,0,2,1,1,19.133347,39.6667,6.708911,6772
4/4/2019,2,0,3,1,1,22.208347,46.9583,12.125325,6436
5/4/2019,2,0,4,1,1,17.835,37.4167,14.708443,6457
6/4/2019,2,0,5,1,1,16.536653,37.7083,20.125996,6460
7/4/2019,2,0,6,0,1,17.9375,25.4167,18.416357,6857
8/4/2019,2,0,0,0,1,20.5,27.5833,15.583932,5169
9/4/2019,2,0,1,1,1,20.055847,31.75,23.999132,5585
10/4/2019,2,0,2,1,1,18.313347,43.5,16.708125,5918
11/4/2019,2,0,3,1,1,14.296536,46.9565,19.783358,4862
12/4/2019,2,0,4,1,1,16.2975,46.625,19.458743,5409
13-04-2019,2,0,5,1,1,18.1425,40.8333,10.416557,6398
14-04-2019,2,0,6,0,1,20.295,50.2917,12.791439,7460
15-04-2019,2,0,0,0,1,24.873347,50.7917,15.083643,7132
16-04-2019,2,1,1,0,1,27.230847,56.1667,19.083543,6370
17-04-2019,2,0,2,1,1,24.941653,39.0417,18.333143,6691
18-04-2019,2,0,3,1,2,18.996653,56.9167,11.250104,4367
19-04-2019,2,0,4,1,1,20.431653,61.25,4.4172564,6565
20-04-2019,2,0,5,1,1,21.593347,69.4583,10.041357,7290
21-04-2019,2,0,6,0,1,23.37,68.2917,19.000329,6624
22-04-2019,2,0,0,0,3,16.263347,83.5417,23.084582,1027
23-04-2019,2,0,1,1,2,13.188347,76.6667,20.334232,3214
24-04-2019,2,0,2,1,1,16.946653,45.4167,16.708661,5633
25-04-2019,2,0,3,1,1,19.543347,42.7917,7.959064,6196
26-04-2019,2,0,4,1,2,20.431653,75.6667,11.833875,5026
27-04-2019,2,0,5,1,1,18.7575,40.0833,23.291411,6233
28-04-2019,2,0,6,0,2,15.443347,48.9583,8.708325,4220
29-04-2019,2,0,0,0,1,18.791653,58.7083,7.832836,6304
30-04-2019,2,0,1,1,2,19.030847,57,11.499746,5572
1/5/2019,2,0,2,1,2,25.146653,65.9583,10.458432,5740
2/5/2019,2,0,3,1,1,23.130847,79.7083,9.249886,6169
3/5/2019,2,0,4,1,2,22.96,76.8333,8.957632,6421
4/5/2019,2,0,5,1,1,25.7275,73.5417,10.916846,6296
5/5/2019,2,0,6,0,2,25.488347,75.6667,10.250464,6883
6/5/2019,2,0,0,0,2,23.0625,74,10.041893,6359
7/5/2019,2,0,1,1,2,22.0375,66.4167,15.458307,6273
8/5/2019,2,0,2,1,2,23.848347,68.5833,19.833943,5728
9/5/2019,2,0,3,1,2,23.575,74.4167,14.499604,4717
10/5/2019,2,0,4,1,1,20.739153,55.2083,21.042221,6572
11/5/2019,2,0,5,1,1,21.866653,36.0417,15.874779,7030
12/5/2019,2,0,6,0,1,23.130847,48.0417,8.249911,7429
13-05-2019,2,0,0,0,1,25.1125,57.625,15.082839,6118
14-05-2019,2,0,1,1,2,23.506653,78.9583,14.250364,2843
15-05-2019,2,0,2,1,2,25.078347,79.4583,9.875264,5115
16-05-2019,2,0,3,1,1,26.103347,69.7917,8.208304,7424
17-05-2019,2,0,4,1,1,24.326653,52,15.374825,7384
18-05-2019,2,0,5,1,1,23.130847,52.3333,9.166739,7639
19-05-2019,2,0,6,0,1,24.6,45.625,5.626325,8294
20-05-2019,2,0,0,0,1,25.454153,53.0417,17.042589,7129
21-05-2019,2,0,1,1,2,24.531653,81.125,15.624668,4359
22-05-2019,2,0,2,1,2,25.215,76.5833,7.917189,6073
23-05-2019,2,0,3,1,2,25.488347,77.4583,6.834,5260
24-05-2019,2,0,4,1,1,26.855,71.6667,11.584032,6770
25-05-2019,2,0,5,1,1,27.88,74.7083,9.41685,6734
26-05-2019,2,0,6,0,1,28.3925,73.25,13.332464,6536
27-05-2019,2,0,0,0,1,28.29,69.7083,14.416457,6591
28-05-2019,2,1,1,0,1,29.2125,67.625,13.166907,6043
29-05-2019,2,0,2,1,1,29.6225,68.4583,19.7918,5743
30-05-2019,2,0,3,1,2,26.923347,67,9.000043,6855
31-05-2019,2,0,4,1,1,27.88,49.2917,13.083693,7338
1/6/2019,2,0,5,1,2,26.820847,75.5417,15.916721,4127
2/6/2019,2,0,6,0,1,23.916653,54.9167,12.499654,8120
3/6/2019,2,0,0,0,1,24.7025,49.3333,12.333829,7641
4/6/2019,2,0,1,1,1,24.4975,48.7083,19.083811,6998
5/6/2019,2,0,2,1,2,22.174153,61.3333,14.041525,7001
6/6/2019,2,0,3,1,1,22.720847,61.125,5.167375,7055
7/6/2019,2,0,4,1,1,24.7025,56.7083,10.54245,7494
8/6/2019,2,0,5,1,1,26.615847,46.7917,11.750661,7736
9/6/2019,2,0,6,0,1,29.144153,43.7083,9.667229,7498
10/6/2019,2,0,0,0,1,29.793347,53.8333,8.959307,6598
11/6/2019,2,0,1,1,2,29.554153,58.7917,13.916771,6664
12/6/2019,2,0,2,1,2,26.786653,83.3333,14.374582,4972
13-06-2019,2,0,3,1,1,26.889153,58.2083,22.999693,7421
14-06-2019,2,0,4,1,1,26.581653,56.9583,17.000111,7363
15-06-2019,2,0,5,1,1,26.205847,58.9583,11.833339,7665
16-06-2019,2,0,6,0,1,25.898347,50.4167,11.166689,7702
17-06-2019,2,0,0,0,1,24.2925,59.875,9.708568,6978
18-06-2019,2,0,1,1,2,23.301653,77.7917,11.707982,5099
19-06-2019,2,0,2,1,1,28.221653,69,9.917139,6825
20-06-2019,2,0,3,1,1,32.0825,59.2083,7.625404,6211
21-06-2019,3,0,4,1,1,33.039153,56.7917,7.958729,5905
22-06-2019,3,0,5,1,1,31.8775,57.375,12.250414,5823
23-06-2019,3,0,6,0,1,29.998347,53.4583,12.041307,7458
24-06-2019,3,0,0,0,1,30.476653,47.9167,9.750175,6891
25-06-2019,3,0,1,1,1,29.349153,50.4167,20.125661,6779
26-06-2019,3,0,2,1,1,25.864153,37.3333,23.292014,7442
27-06-2019,3,0,3,1,1,28.5975,36,18.208925,7335
28-06-2019,3,0,4,1,1,30.715847,42.25,11.50055,6879
29-06-2019,3,0,5,1,1,34.200847,48.875,11.082939,5463
30-06-2019,3,0,6,0,1,31.365,60.125,10.791757,5687
1/7/2019,3,0,0,0,1,33.449153,51.875,11.291443,5531
2/7/2019,3,0,1,1,1,32.048347,44.7083,13.082889,6227
3/7/2019,3,0,2,1,1,32.014153,49.2083,8.457879,6660
4/7/2019,3,1,3,0,1,32.355847,53.875,9.04165,7403
5/7/2019,3,0,4,1,1,33.9275,45.7917,12.999943,6241
6/7/2019,3,0,5,1,1,33.961653,45.0833,9.791514,6207
7/7/2019,3,0,6,0,1,35.328347,49.2083,10.958118,4840
8/7/2019,3,0,0,0,1,33.7225,57.375,8.417143,4672
9/7/2019,3,0,1,1,2,29.144153,68.3333,12.125325,6569
10/7/2019,3,0,2,1,2,29.554153,66.75,10.166379,6290
11/7/2019,3,0,3,1,1,29.383347,63.3333,10.166111,7264
12/7/2019,3,0,4,1,1,29.349153,52.9583,9.833925,7446
13-07-2019,3,0,5,1,2,29.998347,48.5833,5.41695,7499
14-07-2019,3,0,6,0,2,28.836653,69.9167,9.626493,6969
15-07-2019,3,0,0,0,1,30.579153,71.7917,11.166689,6031
16-07-2019,3,0,1,1,1,31.296653,64.5,11.000529,6830
17-07-2019,3,0,2,1,1,33.551653,50.5833,7.666743,6786
18-07-2019,3,0,3,1,1,32.526653,57.7083,9.208614,5713
19-07-2019,3,0,4,1,1,31.57,60.0417,11.083743,6591
20-07-2019,3,0,5,1,2,27.299153,84.4167,14.000789,5870
21-07-2019,3,0,6,0,3,24.429153,86.5417,14.2911,4459
22-07-2019,3,0,0,0,2,27.3675,76.25,6.2926936,7410
23-07-2019,3,0,1,1,1,30.408347,69.4167,9.291761,6966
24-07-2019,3,0,2,1,1,30.784153,65.5,14.167418,7592
25-07-2019,3,0,3,1,1,29.690847,45,11.0416,8173
26-07-2019,3,0,4,1,1,31.843347,59.6667,19.082471,6861
27-07-2019,3,0,5,1,1,32.048347,59.4583,10.250464,6904
28-07-2019,3,0,6,0,1,30.989153,61.3333,10.54245,6685
29-07-2019,3,0,0,0,1,29.588347,62.375,11.416532,6597
30-07-2019,3,0,1,1,1,29.964153,66.875,10.292339,7105
31-07-2019,3,0,2,1,1,29.246653,70.4167,11.083475,7216
1/8/2019,3,0,3,1,1,29.4175,67.75,9.458993,7580
2/8/2019,3,0,4,1,1,30.8525,65.9583,8.666718,7261
3/8/2019,3,0,5,1,2,31.399153,64.25,14.458064,7175
4/8/2019,3,0,6,0,1,32.526653,61.3333,17.249686,6824
5/8/2019,3,0,0,0,1,31.535847,65.25,19.458207,5464
6/8/2019,3,0,1,1,2,30.8525,65.4167,8.666718,7013
7/8/2019,3,0,2,1,2,30.169153,70.375,7.832836,7273
8/8/2019,3,0,3,1,2,30.75,67.2917,7.4169,7534
9/8/2019,3,0,4,1,1,30.989153,62.0417,10.4587,7286
10/8/2019,3,0,5,1,2,29.349153,71.5833,16.000471,5786
11/8/2019,3,0,6,0,2,28.3925,73.2917,13.834093,6299
12/8/2019,3,0,0,0,1,28.734153,53.0417,8.208304,6544
13-08-2019,3,0,1,1,1,29.554153,54.5417,9.126204,6883
14-08-2019,3,0,2,1,1,29.793347,68.6667,11.333586,6784
15-08-2019,3,0,3,1,1,28.973347,61.9583,11.374657,7347
16-08-2019,3,0,4,1,1,29.485847,51.9167,9.500332,7605
17-08-2019,3,0,5,1,1,29.656653,57.0833,15.500718,7148
18-08-2019,3,0,6,0,1,27.811653,60.3333,11.917089,7865
19-08-2019,3,0,0,0,2,26.069153,71.1667,5.79215,4549
20-08-2019,3,0,1,1,2,26.069153,73.4167,8.708593,6530
21-08-2019,3,0,2,1,1,26.615847,67.375,4.8756436,7006
22-08-2019,3,0,3,1,1,27.3675,67.7083,4.7089811,7375
23-08-2019,3,0,4,1,1,28.529153,63.5833,5.6679186,7765
24-08-2019,3,0,5,1,2,28.8025,61.5,4.8337686,7582
25-08-2019,3,0,6,0,2,27.128347,71.2917,16.375336,6053
26-08-2019,3,0,0,0,2,26.786653,84.5833,15.333486,5255
27-08-2019,3,0,1,1,1,28.836653,73.0417,8.625111,6917
28-08-2019,3,0,2,1,1,29.861653,62,12.791975,7040
29-08-2019,3,0,3,1,1,28.085,55.2083,7.541654,7697
30-08-2019,3,0,4,1,1,28.973347,59.0417,5.1668189,7713
31-08-2019,3,0,5,1,1,31.330847,58.75,11.291711,7350
1/9/2019,3,0,6,0,2,30.886653,63.8333,7.583529,6140
2/9/2019,3,0,0,0,2,28.563347,81.5,4.2927436,5810
3/9/2019,3,1,1,0,1,29.0075,79.0833,10.125107,6034
4/9/2019,3,0,2,1,1,29.759153,75.5,15.833507,6864
5/9/2019,3,0,3,1,1,30.203347,74.125,12.583136,7112
6/9/2019,3,0,4,1,2,28.563347,81.0417,9.542207,6203
7/9/2019,3,0,5,1,1,28.836653,73.625,11.500282,7504
8/9/2019,3,0,6,0,2,27.025847,79.9167,18.833968,5976
9/9/2019,3,0,0,0,1,25.01,54.75,15.041232,8227
10/9/2019,3,0,1,1,1,23.916653,50.375,17.333771,7525
11/9/2019,3,0,2,1,1,23.6775,52,6.1676314,7767
12/9/2019,3,0,3,1,1,24.565847,57.7083,8.833682,7870
13-09-2019,3,0,4,1,1,25.1125,63.7083,5.5422936,7804
14-09-2019,3,0,5,1,1,25.966653,67.25,6.958821,8009
15-09-2019,3,0,6,0,1,24.941653,50.1667,16.583907,8714
16-09-2019,3,0,0,0,1,23.78,57,6.0422811,7333
17-09-2019,3,0,1,1,2,23.814153,73.4583,10.166714,6869
18-09-2019,3,0,2,1,2,25.556653,87.25,23.958329,4073
19-09-2019,3,0,3,1,1,22.6525,53.6667,14.416725,7591
20-09-2019,3,0,4,1,1,22.413347,61.8333,7.917189,7720
21-09-2019,3,0,5,1,1,24.565847,66.875,10.333343,8167
22-09-2019,3,0,6,0,1,26.65,64.6667,19.000061,8395
23-09-2019,4,0,0,0,1,21.695847,46.7083,14.958286,7907
24-09-2019,4,0,1,1,1,21.080847,49.2917,9.541068,7436
25-09-2019,4,0,2,1,1,22.55,57,15.833507,7538
26-09-2019,4,0,3,1,1,26.035,63.0833,16.3748,7733
27-09-2019,4,0,4,1,2,26.65,69.0833,9.000914,7393
28-09-2019,4,0,5,1,2,25.385847,69,10.999993,7415
29-09-2019,4,0,6,0,1,22.2425,54.2917,15.249468,8555
30-09-2019,4,0,0,0,1,21.593347,58.3333,9.042186,6889
1/10/2019,4,0,1,1,2,21.354153,64.9167,6.0838814,6778
2/10/2019,4,0,2,1,3,24.224153,87.1667,6.999825,4639
3/10/2019,4,0,3,1,2,26.9575,79.375,4.4585686,7572
4/10/2019,4,0,4,1,2,26.9575,72.2917,7.875582,7328
5/10/2019,4,0,5,1,1,25.215,62.75,7.12545,8156
6/10/2019,4,0,6,0,1,22.720847,66.4167,17.957675,7965
7/10/2019,4,0,0,0,2,17.049153,70.8333,9.457854,3510
8/10/2019,4,1,1,0,2,15.716653,70.9583,12.708493,5478
9/10/2019,4,0,2,1,2,18.313347,76.1667,12.7501,6392
10/10/2019,4,0,3,1,1,21.080847,63.0833,12.584007,7691
11/10/2019,4,0,4,1,1,17.835,46.3333,12.166932,7570
12/10/2019,4,0,5,1,1,17.9375,53.9167,15.751164,7282
13-10-2019,4,0,6,0,1,16.126653,49.4583,9.791514,7109
14-10-2019,4,0,0,0,1,21.388347,64.0417,18.667004,6639
15-10-2019,4,0,1,1,2,23.028347,70.75,19.834479,5875
16-10-2019,4,0,2,1,1,19.201653,55.8333,12.208807,7534
17-10-2019,4,0,3,1,1,18.689153,69.2917,6.791857,7461
18-10-2019,4,0,4,1,2,21.4225,72.8333,15.874779,7509
19-10-2019,4,0,5,1,2,23.096653,81.5,9.041918,5424
20-10-2019,4,0,6,0,1,19.850847,57.2917,7.874979,8090
21-10-2019,4,0,0,0,1,19.030847,51,11.125618,6824
22-10-2019,4,0,1,1,1,19.9875,56.8333,5.4593811,7058
23-10-2019,4,0,2,1,1,22.310847,64.1667,6.3345686,7466
24-10-2019,4,0,3,1,1,24.0875,63.625,4.8762064,7693
25-10-2019,4,0,4,1,2,22.55,80.0417,8.333125,7359
26-10-2019,4,0,5,1,2,22.379153,80.7083,8.875289,7444
27-10-2019,4,0,6,0,2,21.73,72,15.791364,7852
28-10-2019,4,0,0,0,2,19.5775,69.4583,26.666536,4459
29-10-2019,4,0,1,1,3,18.04,88,23.9994,22
30-10-2019,4,0,2,1,2,13.045462,82.5455,14.271603,1096
31-10-2019,4,0,3,1,2,14.6575,66.6667,11.166689,5566
1/11/2019,4,0,4,1,2,14.999153,58.1667,10.542182,5986
2/11/2019,4,0,5,1,1,14.555,52.2083,17.833725,5847
3/11/2019,4,0,6,0,2,14.076653,49.125,18.125443,5138
4/11/2019,4,0,0,0,1,13.359153,53.2917,12.000236,5107
5/11/2019,4,0,1,1,1,13.085847,49.4167,15.833775,5259
6/11/2019,4,0,2,1,1,11.514153,56.7083,11.625371,5686
7/11/2019,4,0,3,1,2,12.129153,54.75,20.375236,5035
8/11/2019,4,0,4,1,1,14.439134,33.3478,23.304945,5315
9/11/2019,4,0,5,1,1,14.828347,54.0833,14.375386,5992
10/11/2019,4,0,6,0,1,15.955847,64.5417,3.8756686,6536
11/11/2019,4,0,0,0,1,17.254153,65.9167,8.5425,6852
12/11/2019,4,1,1,0,1,19.885,74.1667,11.625639,6269
13-11-2019,4,0,2,1,2,14.076653,66.2917,22.917082,4094
14-11-2019,4,0,3,1,1,11.855847,55.2083,13.374875,5495
15-11-2019,4,0,4,1,2,13.188347,62.0417,10.250129,5445
16-11-2019,4,0,5,1,1,14.145,52.4583,11.458675,5698
17-11-2019,4,0,6,0,1,13.325,54.5417,12.041843,5629
18-11-2019,4,0,0,0,1,14.0425,69.2917,15.250004,4669
19-11-2019,4,0,1,1,2,15.614153,62.3333,15.749489,5499
20-11-2019,4,0,2,1,2,15.340847,68.5,5.542575,5634
21-11-2019,4,0,3,1,1,14.486653,61.375,6.917482,5146
22-11-2019,4,1,4,0,1,13.94,58.0417,3.5423436,2425
23-11-2019,4,0,5,1,1,15.101653,56.875,9.917407,3910
24-11-2019,4,0,6,0,1,11.411653,40.4583,25.250357,2277
25-11-2019,4,0,0,0,1,10.079153,46.8333,10.0835,2424
26-11-2019,4,0,1,1,1,12.846653,53.5417,3.12555,5087
27-11-2019,4,0,2,1,2,11.958347,78.6667,15.916654,3959
28-11-2019,4,0,3,1,1,12.163347,50.625,14.125007,5260
29-11-2019,4,0,4,1,1,11.51567,55.5652,7.739974,5323
30-11-2019,4,0,5,1,1,12.231653,64.9583,3.9175436,5668
1/12/2019,4,0,6,0,2,12.231653,80.6667,4.0001814,5191
2/12/2019,4,0,0,0,2,14.2475,82.3333,8.333393,4649
3/12/2019,4,0,1,1,1,18.5525,76.75,5.5422936,6234
4/12/2019,4,0,2,1,1,19.509153,73.375,11.666643,6606
5/12/2019,4,0,3,1,1,17.971653,48.5,21.709407,5729
6/12/2019,4,0,4,1,1,10.489153,50.875,11.708518,5375
7/12/2019,4,0,5,1,2,13.154153,76.4167,8.7502,5008
8/12/2019,4,0,6,0,2,15.648347,91.125,6.792393,5582
9/12/2019,4,0,0,0,2,15.750847,90.5417,10.584325,3228
10/12/2019,4,0,1,1,2,17.869153,92.5,12.750636,5170
11/12/2019,4,0,2,1,2,14.486653,59.6667,19.834479,5501
12/12/2019,4,0,3,1,2,12.1975,53.8333,10.916779,5319
13-12-2019,4,0,4,1,1,12.129153,48.5833,11.666643,5532
14-12-2019,4,0,5,1,1,11.548347,64.2917,8.792343,5611
15-12-2019,4,0,6,0,1,13.290847,65.0417,7.12545,5047
16-12-2019,4,0,0,0,2,14.8625,83.875,6.749714,3786
17-12-2019,4,0,1,1,2,16.126653,90.7083,6.5833061,4585
18-12-2019,4,0,2,1,1,16.844153,66.625,14.834068,5557
19-12-2019,4,0,3,1,1,13.6325,62.5417,12.334164,5267
20-12-2019,4,0,4,1,2,13.53,66.7917,8.875021,4128
21-12-2019,1,0,5,1,2,13.393347,55.6667,25.083661,3623
22-12-2019,1,0,6,0,1,10.899153,44.125,27.292182,1749
23-12-2019,1,0,0,0,1,10.079153,51.5417,8.916561,1787
24-12-2019,1,0,1,1,2,9.483464,79.1304,5.1744368,920
25-12-2019,1,1,2,0,2,11.943464,73.4783,11.304642,1013
26-12-2019,1,0,3,1,3,9.976653,82.3333,21.208582,441
27-12-2019,1,0,4,1,2,10.420847,65.2917,23.458911,2114
28-12-2019,1,0,5,1,2,10.386653,59,10.416557,3095
29-12-2019,1,0,6,0,2,10.386653,75.2917,8.333661,1341
30-12-2019,1,0,0,0,1,10.489153,48.3333,23.500518,1796
31-12-2019,1,0,1,1,2,8.849153,57.75,10.374682,2729
